nativity,family,genus,species,species_author,infraspecific_rank,infraspecific_epithet,infraspecific_author,name_minus_authors,name_plus_authors,synonyms,common,TJM1/TJM2,major_clade,endemicity,
NATIVE,Rhamnaceae,Ceanothus,integerrimus,Hook. & Arn.,var.,,,Ceanothus integerrimus var. integerrimus,Ceanothus integerrimus Hook. & Arn. var. integerrimus,Ceanothus andersonii Parry,NULL,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,integerrimus,,var.,(Torr.) G.T. Benson,(Torr.) G.T. Benson,Ceanothus integerrimus var. macrothyrsus,Ceanothus integerrimus Hook. & Arn. var. macrothyrsus (Torr.) G.T. Benson,Ceanothus integerrimus var. peduncularis Jeps.; Ceanothus integerrimus var. californicus G.T. Benson; Ceanothus integerrimus var. puberulus (Greene) Abrams,NULL,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,jepsonii,Greene,,,,Ceanothus jepsonii,Ceanothus jepsonii Greene,Ceanothus jepsonii var. albiflorus J.T. Howell; Ceanothus jepsonii var. jepsonii,MUSK BRUSH,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,lemmonii,Parry,,,,Ceanothus lemmonii,Ceanothus lemmonii Parry,,NULL,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,leucodermis,Greene,,,,Ceanothus leucodermis,Ceanothus leucodermis Greene,Ceanothus divaricatus Nutt. var. laetiflorus Jeps.,CHAPARRAL WHITETHORN,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,maritimus,Hoover,,,,Ceanothus maritimus,Ceanothus maritimus Hoover,,MARITIME CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,masonii,McMinn,,,,Ceanothus masonii,Ceanothus masonii McMinn,,MASONS CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,megacarpus,,var.,(Eastw.) Munz,(Eastw.) Munz,Ceanothus megacarpus var. insularis,Ceanothus megacarpus Nutt. var. insularis (Eastw.) Munz,Ceanothus insularis Eastw.,ISLAND CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,megacarpus,Nutt.,var.,,,Ceanothus megacarpus var. megacarpus,Ceanothus megacarpus Nutt. var. megacarpus,Ceanothus megacarpus var. pendulus McMinn,BIGPOD CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,oliganthus,Nutt.,var.,,,Ceanothus oliganthus var. oliganthus,Ceanothus oliganthus Nutt. var. oliganthus,,NULL,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,oliganthus,,var.,(Parry) Jeps.,(Parry) Jeps.,Ceanothus oliganthus var. orcuttii,Ceanothus oliganthus Nutt. var. orcuttii (Parry) Jeps.,,NULL,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,oliganthus,,var.,(Hook. & Arn.) Hoover,(Hook. & Arn.) Hoover,Ceanothus oliganthus var. sorediatus,Ceanothus oliganthus Nutt. var. sorediatus (Hook. & Arn.) Hoover,Ceanothus sorediatus Hook. & Arn.,JIM BRUSH,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,ophiochilus,S. Boyd et al.,,,,Ceanothus ophiochilus,Ceanothus ophiochilus S. Boyd et al.,,VAIL LAKE CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,otayensis,McMinn,,,,Ceanothus otayensis,Ceanothus otayensis McMinn,Ceanothus _otayensis McMinn,OTAY MOUNTAIN CEANOTHUS,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,palmeri,Trel.,,,,Ceanothus palmeri,Ceanothus palmeri Trel.,,PALMER CEANOTHUS,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,papillosus,Torr. & A. Gray,,,,Ceanothus papillosus,Ceanothus papillosus Torr. & A. Gray,,WARTLEAF CEANOTHUS,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,parryi,Trel.,,,,Ceanothus parryi,Ceanothus parryi Trel.,,NULL,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,parvifolius,(S. Watson) Trel.,,,,Ceanothus parvifolius,Ceanothus parvifolius (S. Watson) Trel.,,NULL,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,pauciflorus,DC.,,,,Ceanothus pauciflorus,Ceanothus pauciflorus DC.,Ceanothus greggii A. Gray var. vestitus (Greene) McMinn; Ceanothus vestitus Greene,MOJAVE CEANOTHUS,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,pendletonensis,"D.O. Burge, Rebman & M.R. Mulligan",,,,Ceanothus pendletonensis,"Ceanothus pendletonensis D.O. Burge, Rebman & M.R. Mulligan",,CAMP PENDLETON CEANOTHUS,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,perplexans,Trel.,,,,Ceanothus perplexans,Ceanothus perplexans Trel.,Ceanothus greggii A. Gray var. perplexans (Trel.) Jeps.,NULL,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,pinetorum,Coville,,,,Ceanothus pinetorum,Ceanothus pinetorum Coville,,KERN CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,prostratus,,var.,McMinn,McMinn,Ceanothus prostratus var. occidentalis,Ceanothus prostratus Benth. var. occidentalis McMinn,,NULL,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,prostratus,Benth.,var.,,,Ceanothus prostratus var. prostratus,Ceanothus prostratus Benth. var. prostratus,Ceanothus prostratus var. laxus Jeps.,MAHALA MAT,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,pumilus,Greene,,,,Ceanothus pumilus,Ceanothus pumilus Greene,Ceanothus prostratus Benth. var. profugus Jeps.,SISKIYOU MAT,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,purpureus,Jeps.,,,,Ceanothus purpureus,Ceanothus purpureus Jeps.,,HOLLY-LEAVED CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,rigidus,Nutt.,,,,Ceanothus rigidus,Ceanothus rigidus Nutt.,Ceanothus cuneatus (Hook.) Nutt. var. rigidus (Nutt.) Hoover,NULL,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,roderickii,W. Knight,,,,Ceanothus roderickii,Ceanothus roderickii W. Knight,,PINE HILL CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,sanguineus,Pursh,,,,Ceanothus sanguineus,Ceanothus sanguineus Pursh,,REDSTEM CEANOTHUS,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,sonomensis,J.T. Howell,,,,Ceanothus sonomensis,Ceanothus sonomensis J.T. Howell,,SONOMA CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,spinosus,Nutt.,,,,Ceanothus spinosus,Ceanothus spinosus Nutt.,,GREENBARK CEANOTHUS,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,thyrsiflorus,,var.,Trel.,Trel.,Ceanothus thyrsiflorus var. griseus,Ceanothus thyrsiflorus Eschsch. var. griseus Trel.,Ceanothus griseus (Trel.) McMinn,CARMEL CEANOTHUS,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,thyrsiflorus,,var.,D.O. Burge,D.O. Burge,Ceanothus thyrsiflorus var. obispoensis,Ceanothus thyrsiflorus Eschsch. var. obispoensis D.O. Burge,,HOLLISTER PEAK CEANOTHUS,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,thyrsiflorus,Eschsch.,var.,,,Ceanothus thyrsiflorus var. thyrsiflorus,Ceanothus thyrsiflorus Eschsch. var. thyrsiflorus,Ceanothus thyrsiflorus var. chandleri Jeps.; Ceanothus thyrsiflorus var. repens McMinn,BLUE BLOSSOM,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,tomentosus,Parry,,,,Ceanothus tomentosus,Ceanothus tomentosus Parry,Ceanothus tomentosus var. olivaceus Jeps.; Ceanothus tomentosus var. tomentosus,NULL,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,velutinus,Douglas,,,,Ceanothus velutinus,Ceanothus velutinus Douglas,"Ceanothus velutinus var. hookeri M.C. Johnst., superfl.; Ceanothus velutinus var. laevigatus Torr. & A. Gray; Ceanothus velutinus var. velutinus",snowbrush,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,verrucosus,Nutt.,,,,Ceanothus verrucosus,Ceanothus verrucosus Nutt.,,WART-STEMMED CEANOTHUS,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Colubrina,californica,I.M. Johnst.,,,,Colubrina californica,Colubrina californica I.M. Johnst.,,LAS ANIMAS COLUBRINA,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Condalia,globosa,,var.,I.M. Johnst.,I.M. Johnst.,Condalia globosa var. pubescens,Condalia globosa I.M. Johnst. var. pubescens I.M. Johnst.,,SPINY ABROJO,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Frangula,californica,(Eschsch.) A. Gray,subsp.,,,Frangula californica subsp. californica,Frangula californica (Eschsch.) A. Gray subsp. californica,"Rhamnus californica Eschsch. subsp. californica'; 'Rhamnus californica var. obtusissima (Greene) Jeps., in part, misappl.",NULL,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Frangula,californica,,subsp.,(Jeps.) Kartesz & Gandhi,(Jeps.) Kartesz & Gandhi,Frangula californica subsp. crassifolia,Frangula californica (Eschsch.) A. Gray subsp. crassifolia (Jeps.) Kartesz & Gandhi,Rhamnus californica Eschsch. var. crassifolia Jeps.; Rhamnus californica subsp. crassifolia (Jeps.) C.B. Wolf; Rhamnus tomentella Benth. subsp. crassifolia (Jeps.) Sawyer,NULL,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Frangula,californica,,subsp.,(Greene) Kartesz & Gandhi,(Greene) Kartesz & Gandhi,Frangula californica subsp. cuspidata,Frangula californica (Eschsch.) A. Gray subsp. cuspidata (Greene) Kartesz & Gandhi,Rhamnus cuspidata Greene; Rhamnus californica Eschsch. subsp. cuspidata (Greene) C.B. Wolf; Rhamnus californica var. viridula Jeps.; Rhamnus tomentella Benth. subsp. cuspidata (Greene) Sawyer,NULL,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Frangula,californica,,subsp.,(Howell ex Greene) Kartesz & Gandhi,(Howell ex Greene) Kartesz & Gandhi,Frangula californica subsp. occidentalis,Frangula californica (Eschsch.) A. Gray subsp. occidentalis (Howell ex Greene) Kartesz & Gandhi,Rhamnus occidentalis Howell ex Greene; Rhamnus californica Eschsch. subsp. occidentalis (Howell ex Greene) C.B. Wolf; Rhamnus californica var. occidentalis (Howell ex Greene) Jeps.,NULL,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Frangula,californica,,subsp.,(Benth.) Kartesz & Gandhi,(Benth.) Kartesz & Gandhi,Frangula californica subsp. tomentella,Frangula californica (Eschsch.) A. Gray subsp. tomentella (Benth.) Kartesz & Gandhi,Rhamnus tomentella Benth.; Rhamnus tomentella subsp. tomentella; Rhamnus californica Eschsch. subsp. tomentella (Benth.) C.B. Wolf; Rhamnus californica var. tomentella (Benth.) W.H. Brewer & S. Watson,NULL,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Frangula,californica,,subsp.,(Greene) Kartesz & Gandhi,(Greene) Kartesz & Gandhi,Frangula californica subsp. ursina,Frangula californica (Eschsch.) A. Gray subsp. ursina (Greene) Kartesz & Gandhi,"Rhamnus ursina Greene; Rhamnus californica Eschsch. subsp. ursina (Greene) C.B. Wolf; Rhamnus californica var. ursina (Greene) McMinn; Rhamnus tomentella Benth. subsp. ursina (Greene) Sawyer; Rhamnus tomentella var. ursina, ined.",NULL,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Frangula,purshiana,,subsp.,(Greene) Sawyer & S.W. Edwards,(Greene) Sawyer & S.W. Edwards,Frangula purshiana subsp. annonifolia,Frangula purshiana (DC.) A. Gray ex J.G. Cooper subsp. annonifolia (Greene) Sawyer & S.W. Edwards,Rhamnus annonifolia Greene; Rhamnus purshiana DC. var. annonifolia (Greene) Jeps.,NULL,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Frangula,purshiana,(DC.) J.G. Cooper,subsp.,,,Frangula purshiana subsp. purshiana,Frangula purshiana (DC.) J.G. Cooper subsp. purshiana,Rhamnus purshiana DC. var. purshiana; Rhamnus purshiana subsp. purshiana,NULL,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Frangula,purshiana,,subsp.,Sawyer & S.W. Edwards,Sawyer & S.W. Edwards,Frangula purshiana subsp. ultramafica,Frangula purshiana (DC.) A. Gray ex J.G. Cooper subsp. ultramafica Sawyer & S.W. Edwards,,CARIBOU COFFEE BERRY,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Frangula,rubra,,subsp.,(C.B. Wolf) Kartesz & Gandhi,(C.B. Wolf) Kartesz & Gandhi,Frangula rubra subsp. modocensis,Frangula rubra (Greene) Grubov subsp. modocensis (C.B. Wolf) Kartesz & Gandhi,Rhamnus rubra Greene subsp. modocensis C.B. Wolf; Rhamnus rubra var. modocensis (C.B. Wolf) McMinn,NULL,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Frangula,rubra,,subsp.,(Greene) Kartesz & Gandhi,(Greene) Kartesz & Gandhi,Frangula rubra subsp. obtusissima,Frangula rubra (Greene) Grubov subsp. obtusissima (Greene) Kartesz & Gandhi,"Rhamnus obtusissima Greene; Rhamnus rubra Greene subsp. obtusissima (Greene) C.B. Wolf; Rhamnus rubra var. obtusissima (Greene) Jeps.; Rhamnus californica Eschsch. var. obtusissima (Greene) Jeps., in part, misappl.",NULL,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Frangula,rubra,(Greene) Grubov,subsp.,,,Frangula rubra subsp. rubra,Frangula rubra (Greene) Grubov subsp. rubra,Rhamnus rubra Greene subsp. rubra,NULL,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Frangula,rubra,,subsp.,(C.B. Wolf) Kartesz & Gandhi,(C.B. Wolf) Kartesz & Gandhi,Frangula rubra subsp. yosemitana,Frangula rubra (Greene) Grubov subsp. yosemitana (C.B. Wolf) Kartesz & Gandhi,Rhamnus rubra Greene subsp. yosemitana C.B. Wolf; Rhamnus rubra var. yosemitana (C.B. Wolf) McMinn,NULL,TJM2,EUDICOTS,1,
WAIF,Rhamnaceae,Rhamnus,alaternus,L.,,,,Rhamnus alaternus,Rhamnus alaternus L.,,ITALIAN BUCKHORN,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Rhamnus,alnifolia,LHér.,,,,Rhamnus alnifolia,Rhamnus alnifolia L''Hér.,Apetlorhamnus alnifolia (L''Hér.) Nieuwl.,ALDER BUCKTHORN,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Rhamnus,crocea,Nutt.,,,,Rhamnus crocea,Rhamnus crocea Nutt.,,SPINY REDBERRY,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Rhamnus,ilicifolia,Kellogg,,,,Rhamnus ilicifolia,Rhamnus ilicifolia Kellogg,Rhamnus crocea subsp. ilicifolia (Kellogg) C.B. Wolf; Rhamnus crocea var. ilicifolia (Kellogg) Greene,HOLLYLEAF REDBERRY,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Rhamnus,pilosa,(Trel. ex Curran) Abrams,,,,Rhamnus pilosa,Rhamnus pilosa (Trel. ex Curran) Abrams,Rhamnus crocea Nutt. subsp. pilosa (Trel. ex Curran) C.B. Wolf; Rhamnus crocea var. pilosa Trel. ex Curran,NULL,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Rhamnus,pirifolia,Greene,,,,Rhamnus pirifolia,Rhamnus pirifolia Greene,Rhamnus catalinae Davidson; Rhamnus crocea Nutt. var. insularis Sargent; Rhamnus crocea subsp. pirifolia (Greene) C.B. Wolf; Rhamnus crocea var. pirifolia (Greene) Little,ISLAND REDBERRY,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ziziphus,obtusifolia,,var.,(A. Gray) M.C. Johnst.,(A. Gray) M.C. Johnst.,Ziziphus obtusifolia var. canescens,Ziziphus obtusifolia (Hook. ex Torr. & A. Gray) A. Gray var. canescens (A. Gray) M.C. Johnst.,Condalia lycioides var. canescens (A. Gray) Trel.,GRAYTHORN,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ziziphus,parryi,Torr.,var.,,,Ziziphus parryi var. parryi,Ziziphus parryi Torr. var. parryi,Condalia parryi (Torr.) Weberb.,PARRYS JUJUBE,TJM1,EUDICOTS,,
NATURALIZED,Rhamnaceae,Ziziphus,zizyphus,(L.) H. Karst.,,,,Ziziphus zizyphus,Ziziphus zizyphus (L.) H. Karst.,Ziziphus jujuba Mill.,JUJUBE,TJM2,EUDICOTS,,
NATIVE,Rosaceae,Acaena,californica,Bitter,,,,Acaena californica,Acaena californica Bitter,Acaena pinnatifida Ruiz & Pav. var. californica (Bitter) Jeps.,NULL,TJM2,EUDICOTS,1,
NATURALIZED,Rosaceae,Acaena,novae,Kirk,,,,Acaena novae-zelandiae,Acaena novae-zelandiae Kirk,"Acaena anserinifolia J.R. Forst. & G. Forst., misappl.",BIDDY-BIDDY,TJM1,EUDICOTS,,
NATURALIZED,Rosaceae,Acaena,pallida,(Kirk) Allan,,,,Acaena pallida,Acaena pallida (Kirk) Allan,,NULL,TJM2,EUDICOTS,,
NATIVE,Rosaceae,Adenostoma,fasciculatum,Hook. & Arn.,var.,,,Adenostoma fasciculatum var. fasciculatum,Adenostoma fasciculatum Hook. & Arn. var. fasciculatum,,NULL,TJM2,EUDICOTS,,
NATIVE,Rosaceae,Adenostoma,fasciculatum,,var.,S. Watson,S. Watson,Adenostoma fasciculatum var. obtusifolium,Adenostoma fasciculatum Hook. & Arn. var. obtusifolium S. Watson,,NULL,TJM2,EUDICOTS,,
NATIVE,Rosaceae,Adenostoma,fasciculatum,,var.,Dunkle,Dunkle,Adenostoma fasciculatum var. prostratum,Adenostoma fasciculatum Hook. & Arn. var. prostratum Dunkle,,NULL,TJM2,EUDICOTS,1,
NATIVE,Rosaceae,Adenostoma,sparsifolium,Torr.,,,,Adenostoma sparsifolium,Adenostoma sparsifolium Torr.,,"RED SHANK, RIBBON WOOD",TJM1,EUDICOTS,,
NATIVE,Rosaceae,Agrimonia,gryposepala,Wallr.,,,,Agrimonia gryposepala,Agrimonia gryposepala Wallr.,Agrimonia macrocarpa (Focke) Rydb.; Agrimonia parviflora Aiton var. macrocarpa Focke,COMMON AGRIMONY,TJM1,EUDICOTS,,
NATIVE,Rosaceae,Agrimonia,striata,Michx.,,,,Agrimonia striata,Agrimonia striata Michx.,Agrimonia brittoniana Bicknell; Agrimonia striata var. campanulata Fernald,"BRITTONS AGRIMONY, GROOVED AGRIMONY",TJM2,EUDICOTS,,
NATIVE,Rosaceae,Amelanchier,alnifolia,,var.,(Torr. & A. Gray) C.K. Schneid.,(Torr. & A. Gray) C.K. Schneid.,Amelanchier alnifolia var. pumila,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem. var. pumila (Torr. & A. Gray) C.K. Schneid.,Amelanchier pumila (Torr. & A. Gray) Nutt. ex M. Roem.,NULL,TJM1,EUDICOTS,,
NATIVE,Rosaceae,Amelanchier,alnifolia,,var.,(Hook.) C.L. Hitchc.,(Hook.) C.L. Hitchc.,Amelanchier alnifolia var. semiintegrifolia,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem. var. semiintegrifolia (Hook.) C.L. Hitchc.,Amelanchier florida Lindl.,NULL,TJM1,EUDICOTS,,
NATIVE,Rosaceae,Amelanchier,utahensis,Koehne,,,,Amelanchier utahensis,Amelanchier utahensis Koehne,,UTAH SERVICE-BERRY,TJM1,EUDICOTS,,
NATIVE,Rosaceae,Aphanes,occidentalis,(Nutt.) Rydb.,,,,Aphanes occidentalis,Aphanes occidentalis (Nutt.) Rydb.,Alchemilla occidentalis Nutt.,NULL,TJM1,EUDICOTS,,
NATIVE,Rosaceae,Aruncus,dioicus,,var.,(Rydb.) H. Hara,(Rydb.) H. Hara,Aruncus dioicus var. acuminatus,Aruncus dioicus (Walter) Fernald var. acuminatus (Rydb.) H. Hara,"Aruncus acuminatus Rydb.; Aruncus dioicus var. pubescens (Rydb.) Fernald, misappl.",NULL,TJM2,EUDICOTS,,
NATIVE,Rosaceae,Cercocarpus,betuloides,Nutt.,var.,,,Cercocarpus betuloides var. betuloides,Cercocarpus betuloides Nutt. var. betuloides,,BIRCH-LEAF MOUNTAIN-MAHOGANY,TJM1,EUDICOTS,1,
NATIVE,Rosaceae,Cercocarpus,betuloides,,var.,(C.K. Schneid.) Little,(C.K. Schneid.) Little,Cercocarpus betuloides var. blancheae,Cercocarpus betuloides Nutt. var. blancheae (C.K. Schneid.) Little,Cercocarpus betuloides subsp. blancheae (C.K. Schneid.) Thorne,ISLAND MOUNTAIN-MAHOGANY,TJM1,EUDICOTS,1,
NATIVE,Rosaceae,Cercocarpus,betuloides,,var.,(Rydb.) Jeps.,(Rydb.) Jeps.,Cercocarpus betuloides var. macrourus,Cercocarpus betuloides Nutt. var. macrourus (Rydb.) Jeps.,Cercocarpus macrourus Rydb.,NULL,TJM1,EUDICOTS,,
NATIVE,Rosaceae,Cercocarpus,ledifolius,,var.,N.H. Holmgren,N.H. Holmgren,Cercocarpus ledifolius var. intermontanus,Cercocarpus ledifolius Nutt. var. intermontanus N.H. Holmgren,,NULL,TJM1,EUDICOTS,,
NATIVE,Rosaceae,Cercocarpus,ledifolius,,var.,(S. Watson) M.E. Jones,(S. Watson) M.E. Jones,Cercocarpus ledifolius var. intricatus,Cercocarpus ledifolius Nutt. var. intricatus (S. Watson) M.E. Jones,Cercocarpus intricatus S. Watson,NULL,TJM2,EUDICOTS,,
NATIVE,Rosaceae,Cercocarpus,ledifolius,Nutt.,var.,,,Cercocarpus ledifolius var. ledifolius,Cercocarpus ledifolius Nutt. var. ledifolius,,NULL,TJM1,EUDICOTS,,
NATIVE,Rosaceae,Cercocarpus,minutiflorus,Abrams,,,,Cercocarpus minutiflorus,Cercocarpus minutiflorus Abrams,Cercocarpus montanus Raf. var. minutiflorus (Abrams) F.L. Martin,NULL,TJM1,EUDICOTS,,
NATIVE,Rosaceae,Cercocarpus,traskiae,Eastw.,,,,Cercocarpus traskiae,Cercocarpus traskiae Eastw.,Cercocarpus betuloides Nutt. var. traskiae (Eastw.) Dunkle,CATALINA ISLAND MOUNTAIN-MAHOGANY,TJM1,EUDICOTS,1,
NATIVE,Rosaceae,Chamaebatia,australis,(Brandegee) Abrams,,,,Chamaebatia australis,Chamaebatia australis (Brandegee) Abrams,,SOUTHERN MOUNTAIN MISERY,TJM1,EUDICOTS,,
NATIVE,Rosaceae,Chamaebatia,foliolosa,Benth.,,,,Chamaebatia foliolosa,Chamaebatia foliolosa Benth.,,MOUNTAIN MISERY,TJM1,EUDICOTS,1,
NATIVE,Rosaceae,Chamaebatiaria,millefolium,(Torr.) Maxim.,,,,Chamaebatiaria millefolium,Chamaebatiaria millefolium (Torr.) Maxim.,,NULL,TJM1,EUDICOTS,,
NATIVE,Rosaceae,Coleogyne,ramosissima,Torr.,,,,Coleogyne ramosissima,Coleogyne ramosissima Torr.,,NULL,TJM1,EUDICOTS,,
NATIVE,Rosaceae,Comarum,palustre,L.,,,,Comarum palustre,Comarum palustre L.,Potentilla palustris (L.) Scop.,MARSH CINQUEFOIL,TJM2,EUDICOTS,,
NATURALIZED,Rosaceae,Cotoneaster,franchetii,Bois,,,,Cotoneaster franchetii,Cotoneaster franchetii Bois,,FRANCHETS COTONEASTER,TJM1,EUDICOTS,,
NATURALIZED,Rosaceae,Cotoneaster,frigidus,Wall. ex Lindl.,,,,Cotoneaster frigidus,Cotoneaster frigidus Wall. ex Lindl.,,TREE COTONEASTER,TJM2,EUDICOTS,,
NATURALIZED,Rosaceae,Cotoneaster,hodjingensis,G. Klotz,,,,Cotoneaster hodjingensis,Cotoneaster hodjingensis G. Klotz,,EARTHQUAKE COTONEASTER,TJM2,EUDICOTS,,
NATURALIZED,Rosaceae,Cotoneaster,horizontalis,Decne.,,,,Cotoneaster horizontalis,Cotoneaster horizontalis Decne.,,WALL or HERRINGBONE COTONEASTER,TJM2,EUDICOTS,,
NATURALIZED,Rosaceae,Cotoneaster,integrifolius,(Roxb.) G. Klotz,,,,Cotoneaster integrifolius,Cotoneaster integrifolius (Roxb.) G. Klotz,"Cotoneaster microphyllus Wall. ex Lindl., misappl.",ENTIRE-LEAVED COTONEASTER,TJM2,EUDICOTS,,
NATURALIZED,Rosaceae,Cotoneaster,lacteus,W.W. Sm.,,,,Cotoneaster lacteus,Cotoneaster lacteus W.W. Sm.,,LATE COTONEASTER,TJM2,EUDICOTS,,
NATURALIZED,Rosaceae,Cotoneaster,pannosus,Franch.,,,,Cotoneaster pannosus,Cotoneaster pannosus Franch.,"Cotoneaster pannosa, orth. var.",SILVERLEAF COTONEASTER,TJM2,EUDICOTS,,
NATURALIZED,Rosaceae,Cotoneaster,simonsii,Baker,,,,Cotoneaster simonsii,Cotoneaster simonsii Baker,,HIMALAYAN COTONEASTER,TJM2,EUDICOTS,,
NATIVE,Rosaceae,Crataegus,castlegarensis,J.B. Phipps & OKennon,,,,Crataegus castlegarensis,Crataegus castlegarensis J.B. Phipps & O''Kennon,,NULL,TJM2,EUDICOTS,,
NATIVE,Rosaceae,Crataegus,douglasii,Lindl.,,,,Crataegus douglasii,Crataegus douglasii Lindl.,Crataegus columbiana Howell,NULL,TJM1,EUDICOTS,,
NATIVE,Rosaceae,Crataegus,gaylussacia,A. Heller,,,,Crataegus gaylussacia,Crataegus gaylussacia A. Heller,Crataegus suksdorfii (Sarg.) Kruschke,NULL,TJM2,EUDICOTS,,
NATURALIZED,Rosaceae,Crataegus,monogyna,Jacq.,,,,Crataegus monogyna,Crataegus monogyna Jacq.,,NULL,TJM2,EUDICOTS,,
NATIVE,Rosaceae,Dasiphora,fruticosa,(L.) Rydb.,,,,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Pentaphylloides fruticosa (L.) O. Schwarz; Potentilla fruticosa L.,SHRUBBY CINQUEFOIL,TJM2,EUDICOTS,,
NATIVE,Rosaceae,Drymocallis,cuneifolia,Rydb.,var.,,,Drymocallis cuneifolia var. cuneifolia,Drymocallis cuneifolia Rydb. var. cuneifolia,Potentilla peirsonii Munz,WEDGELEAF WOODBEAUTY,TJM2,EUDICOTS,1,
NATIVE,Rosaceae,Drymocallis,cuneifolia,,var.,(D.D. Keck) Ertter,(D.D. Keck) Ertter,Drymocallis cuneifolia var. ewanii,Drymocallis cuneifolia Rydb. var. ewanii (D.D. Keck) Ertter,Potentilla glandulosa subsp. ewanii D.D. Keck,EWANS WOODBEAUTY,TJM2,EUDICOTS,1,
NATIVE,Rosaceae,Drymocallis,glandulosa,(Lindl.) Rydb.,var.,,,Drymocallis glandulosa var. glandulosa,Drymocallis glandulosa (Lindl.) Rydb. var. glandulosa,Potentilla glandulosa subsp. glandulosa,NULL,TJM2,EUDICOTS,,
