nativity,family,genus,species,species_author,infraspecific_rank,infraspecific_epithet,infraspecific_author,name_minus_authors,name_plus_authors,synonyms,common,TJM1/TJM2,major_clade,endemicity,
NATIVE,Ranunculaceae,Delphinium,parishii,A. Gray,subsp.,,,Delphinium parishii subsp. parishii,Delphinium parishii A. Gray subsp. parishii,Delphinium amabile Tidestr.; Delphinium amabile subsp. apachense (Eastw.) Ewan,"PARISHS, DESERT, SKY BLUE, or MOJAVE LARKSPUR",TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Delphinium,parishii,,subsp.,(Wiggins) H. Lewis & Epling,(Wiggins) H. Lewis & Epling,Delphinium parishii subsp. subglobosum,Delphinium parishii A. Gray subsp. subglobosum (Wiggins) H. Lewis & Epling,Delphinium subglobosum Wiggins,COLORADO DESERT LARKSPUR,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Delphinium,parryi,,subsp.,(Greene) H. Lewis & Epling,(Greene) H. Lewis & Epling,Delphinium parryi subsp. blochmaniae,Delphinium parryi A. Gray subsp. blochmaniae (Greene) H. Lewis & Epling,Delphinium blochmaniae Greene,DUNE LARKSPUR,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Delphinium,parryi,,subsp.,Ewan,Ewan,Delphinium parryi subsp. eastwoodiae,Delphinium parryi A. Gray subsp. eastwoodiae Ewan,,EASTWOODS LARKSPUR,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Delphinium,parryi,,subsp.,(Davidson) M.J. Warnock,(Davidson) M.J. Warnock,Delphinium parryi subsp. maritimum,Delphinium parryi A. Gray subsp. maritimum (Davidson) M.J. Warnock,Delphinium parryi var. maritimum Davidson,MARITIME LARKSPUR,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Delphinium,parryi,A. Gray,subsp.,,,Delphinium parryi subsp. parryi,Delphinium parryi A. Gray subsp. parryi,Delphinium parryi subsp. seditiosum (Jeps.) Ewan; Delphinium hesperium A. Gray var. seditiosum Jeps.,PARRYS LARKSPUR,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Delphinium,parryi,,subsp.,(H. Lewis & Epling) M.J. Warnock,(H. Lewis & Epling) M.J. Warnock,Delphinium parryi subsp. purpureum,Delphinium parryi A. Gray subsp. purpureum (H. Lewis & Epling) M.J. Warnock,Delphinium parishii A. Gray subsp. purpureum H. Lewis & Epling,MOUNT PINOS LARKSPUR,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Delphinium,patens,,subsp.,Ewan,Ewan,Delphinium patens subsp. hepaticoideum,Delphinium patens Benth. subsp. hepaticoideum Ewan,,NULL,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Delphinium,patens,,subsp.,(Munz) Ewan,(Munz) Ewan,Delphinium patens subsp. montanum,Delphinium patens Benth. subsp. montanum (Munz) Ewan,Delphinium parryi A. Gray var. montanum Munz,NULL,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Delphinium,patens,Benth.,subsp.,,,Delphinium patens subsp. patens,Delphinium patens Benth. subsp. patens,Delphinium decorum Fisch. & C.A. Mey. var. patens (Benth.) A. Gray,NULL,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Delphinium,polycladon,Eastw.,,,,Delphinium polycladon,Delphinium polycladon Eastw.,Delphinium scopulorum A. Gray var. luporum (Greene) Jeps.,HIGH MOUNTAIN LARKSPUR,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Delphinium,purpusii,Brandegee,,,,Delphinium purpusii,Delphinium purpusii Brandegee,,ROSE-FLOWERED LARKSPUR,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Delphinium,recurvatum,Greene,,,,Delphinium recurvatum,Delphinium recurvatum Greene,,RECURVED LARKSPUR,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Delphinium,scaposum,Greene,,,,Delphinium scaposum,Delphinium scaposum Greene,Delphinium andersonii A. Gray var. scaposum (Greene) S.L. Welsh,BARE-STEM LARKSPUR,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Delphinium,stachydeum,(A. Gray) Tidestr.,,,,Delphinium stachydeum,Delphinium stachydeum (A. Gray) Tidestr.,Delphinium scopularum A. Gray var. stachydeum A. Gray; Delphinium umatillense Ewan,SPIKED LARKSPUR,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Delphinium,trolliifolium,A. Gray,,,,Delphinium trolliifolium,Delphinium trolliifolium A. Gray,,"COW POISON, POISON LARKSPUR",TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Delphinium,uliginosum,Curran,,,,Delphinium uliginosum,Delphinium uliginosum Curran,,SWAMP LARKSPUR,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Delphinium,umbraculorum,H. Lewis & Epling,,,,Delphinium umbraculorum,Delphinium umbraculorum H. Lewis & Epling,,UMBRELLA LARKSPUR,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Delphinium,variegatum,,subsp.,(Munz) M.J. Warnock,(Munz) M.J. Warnock,Delphinium variegatum subsp. kinkiense,Delphinium variegatum Torr. & A. Gray subsp. kinkiense (Munz) M.J. Warnock,Delphinium kinkiense Munz,SAN CLEMENTE ISLAND LARKSPUR,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Delphinium,variegatum,,subsp.,Munz,Munz,Delphinium variegatum subsp. thornei,Delphinium variegatum Torr. & A. Gray subsp. thornei Munz,,THORNES ROYAL LARKSPUR,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Delphinium,variegatum,Torr. & A. Gray,subsp.,,,Delphinium variegatum subsp. variegatum,Delphinium variegatum Torr. & A. Gray subsp. variegatum,Delphinium emiliae Greene; Delphinium variegatum subsp. apiculatum (Greene) Ewan; Delphinium variegatum var. apiculatum (Greene) Greene,NULL,TJM1,EUDICOTS,1,
NATIVE,Ranunculaceae,Enemion,occidentale,(Hook. & Arn.) J.R. Drumm. & Hutch.,,,,Enemion occidentale,Enemion occidentale (Hook. & Arn.) J.R. Drumm. & Hutch.,Isopyrum occidentale Hook. & Arn.,WESTERN RUE-ANEMONE,TJM2,EUDICOTS,1,
NATIVE,Ranunculaceae,Enemion,stipitatum,(A. Gray) J.R. Drumm. & Hutch.,,,,Enemion stipitatum,Enemion stipitatum (A. Gray) J.R. Drumm. & Hutch.,Isopyrum stipitatum A. Gray,SISKIYOU RUE-ANEMONE,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Myosurus,apetalus,,var.,Whittem.,Whittem.,Myosurus apetalus var. borealis,Myosurus apetalus Gay var. borealis Whittem.,"Myosurus aristatus Benth. ex Hook., illeg.",NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Myosurus,apetalus,,var.,(G.R. Campb.) Whittem.,(G.R. Campb.) Whittem.,Myosurus apetalus var. montanus,Myosurus apetalus Gay var. montanus (G.R. Campb.) Whittem.,Myosurus minimus L. subsp. montanus G.R. Campb.; Myosurus aristatus Benth. subsp. montanus (G.R. Campb.) D.E. Stone,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Myosurus,cupulatus,S. Watson,,,,Myosurus cupulatus,Myosurus cupulatus S. Watson,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Myosurus,minimus,L.,,,,Myosurus minimus,Myosurus minimus L.,Myosurus lepturus (A. Gray) Howell; Myosurus lepturus var. filiformis (Greene) Abrams; Myosurus minimus var. filiformis Greene; Myosurus minimus subsp. major (Greene) G.R. Campb.; Myosurus minimus var. major (Greene) K.C. Davis; Ranunculus minimus (L.) E.H.L. Krause,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Myosurus,sessilis,S. Watson,,,,Myosurus sessilis,Myosurus sessilis S. Watson,Myosurus minimus L. var. sessiliflorus (Huth) G.R. Campb.,NULL,TJM1,EUDICOTS,,
WAIF,Ranunculaceae,Ranunculus,acris,L.,,,,Ranunculus acris,Ranunculus acris L.,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,alismifolius,,var.,A. Gray,A. Gray,Ranunculus alismifolius var. alismellus,Ranunculus alismifolius Geyer ex Benth. var. alismellus A. Gray,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,alismifolius,Geyer ex Benth.,var.,,,Ranunculus alismifolius var. alismifolius,Ranunculus alismifolius Geyer ex Benth. var. alismifolius,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,alismifolius,,var.,(Greene) Jeps.,(Greene) Jeps.,Ranunculus alismifolius var. hartwegii,Ranunculus alismifolius Geyer ex Benth. var. hartwegii (Greene) Jeps.,,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,alismifolius,,var.,(A. Gray) L.D. Benson,(A. Gray) L.D. Benson,Ranunculus alismifolius var. lemmonii,Ranunculus alismifolius Geyer ex Benth. var. lemmonii (A. Gray) L.D. Benson,Ranunculus lemmonii A. Gray,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,andersonii,A. Gray,,,,Ranunculus andersonii,Ranunculus andersonii A. Gray,Beckwithia andersonii (A. Gray) Jeps.,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,aquatilis,L.,var.,,,Ranunculus aquatilis var. aquatilis,Ranunculus aquatilis L. var. aquatilis,Ranunculus aquatilis var. hispidulus E. Drew,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,aquatilis,,var.,With.,With.,Ranunculus aquatilis var. diffusus,Ranunculus aquatilis L. var. diffusus With.,Ranunculus aquatilis var. capillaceus (Thuill.) DC.; Ranunculus aquatilis var. harrisii L.D. Benson; Ranunculus aquatilis var. longirostris (Godr.) G. Lawson; Ranunculus aquatilis var. subrigidus (W.B. Drew) Breitung; Ranunculus circinatus Sibth. var. subrigidus (W.B. Drew) L.D. Benson; Ranunculus longirostris Godr.; Ranunculus subrigidus W.B. Drew; Ranunculus trichophyllus Chaix; Ranunculus trichophyllus var. trichophyllus,NULL,TJM2,EUDICOTS,,
NATURALIZED,Ranunculaceae,Ranunculus,arvensis,L.,,,,Ranunculus arvensis,Ranunculus arvensis L.,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,bonariensis,,var.,(Gillies ex Hook. & Arn.) Lourteig,(Gillies ex Hook. & Arn.) Lourteig,Ranunculus bonariensis var. trisepalus,Ranunculus bonariensis Poir. var. trisepalus (Gillies ex Hook. & Arn.) Lourteig,Ranunculus alveolatus A.M. Carter,NULL,TJM1,EUDICOTS,,
WAIF,Ranunculaceae,Ranunculus,bulbosus,L.,,,,Ranunculus bulbosus,Ranunculus bulbosus L.,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,californicus,Benth.,var.,,,Ranunculus californicus var. californicus,Ranunculus californicus Benth. var. californicus,Ranunculus californicus var. austromontanus L.D. Benson; Ranunculus californicus var. gratus Jeps.; Ranunculus californicus var. rugulosus (Greene) L.D. Benson,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,californicus,,var.,Greene,Greene,Ranunculus californicus var. cuneatus,Ranunculus californicus Benth. var. cuneatus Greene,,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,canus,Benth.,var.,,,Ranunculus canus var. canus,Ranunculus canus Benth. var. canus,,NULL,TJM2,EUDICOTS,1,
NATIVE,Ranunculaceae,Ranunculus,canus,,var.,(Greene) L.D. Benson,(Greene) L.D. Benson,Ranunculus canus var. ludovicianus,Ranunculus canus Benth. var. ludovicianus (Greene) L.D. Benson,,NULL,TJM2,EUDICOTS,1,
NATIVE,Ranunculaceae,Ranunculus,cymbalaria,Pursh,,,,Ranunculus cymbalaria,Ranunculus cymbalaria Pursh,Ranunculus cymbalaria var. saximontanus Fernald; Halerpestes cymbalaria (Pursh) Greene,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,eschscholtzii,Schltdl.,var.,,,Ranunculus eschscholtzii var. eschscholtzii,Ranunculus eschscholtzii Schltdl. var. eschscholtzii,,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,eschscholtzii,,var.,(A. Gray) Jeps.,(A. Gray) Jeps.,Ranunculus eschscholtzii var. oxynotus,Ranunculus eschscholtzii Schltdl. var. oxynotus (A. Gray) Jeps.,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,eschscholtzii,,var.,(A. Gray) L.D. Benson,(A. Gray) L.D. Benson,Ranunculus eschscholtzii var. suksdorfii,Ranunculus eschscholtzii Schltdl. var. suksdorfii (A. Gray) L.D. Benson,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,flabellaris,Raf.,,,,Ranunculus flabellaris,Ranunculus flabellaris Raf.,Ranunculus delphinifolius Torr. ex Eaton,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,flammula,L.,var.,,,Ranunculus flammula var. flammula,Ranunculus flammula L. var. flammula,,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,flammula,,var.,(Bigelow) L.D. Benson,(Bigelow) L.D. Benson,Ranunculus flammula var. ovalis,Ranunculus flammula L. var. ovalis (Bigelow) L.D. Benson,Ranunculus flammula var. samolifolius (Greene) L.D. Benson,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,glaberrimus,,var.,(Greene) Greene,(Greene) Greene,Ranunculus glaberrimus var. ellipticus,Ranunculus glaberrimus Hook. var. ellipticus (Greene) Greene,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,glaberrimus,Hook.,var.,,,Ranunculus glaberrimus var. glaberrimus,Ranunculus glaberrimus Hook. var. glaberrimus,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,gormanii,Greene,,,,Ranunculus gormanii,Ranunculus gormanii Greene,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,hebecarpus,Hook. & Arn.,,,,Ranunculus hebecarpus,Ranunculus hebecarpus Hook. & Arn.,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,hydrocharoides,A. Gray,,,,Ranunculus hydrocharoides,Ranunculus hydrocharoides A. Gray,,FROGS-BIT BUTTERCUP,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,hystriculus,A. Gray,,,,Ranunculus hystriculus,Ranunculus hystriculus A. Gray,Kumlienia hystricula (A. Gray) Greene,NULL,TJM2,EUDICOTS,1,
NATIVE,Ranunculaceae,Ranunculus,lobbii,(Hiern) A. Gray,,,,Ranunculus lobbii,Ranunculus lobbii (Hiern) A. Gray,,LOBBS AQUATIC BUTTERCUP,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,macounii,Britton,,,,Ranunculus macounii,Ranunculus macounii Britton,,MACOUNS BUTTERCUP,TJM1,EUDICOTS,,
NATURALIZED,Ranunculaceae,Ranunculus,muricatus,L.,,,,Ranunculus muricatus,Ranunculus muricatus L.,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,occidentalis,,var.,L.F. Hend.,L.F. Hend.,Ranunculus occidentalis var. dissectus,Ranunculus occidentalis Nutt. var. dissectus L.F. Hend.,,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,occidentalis,,var.,Greene,Greene,Ranunculus occidentalis var. howellii,Ranunculus occidentalis Nutt. var. howellii Greene,,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,occidentalis,Nutt.,var.,,,Ranunculus occidentalis var. occidentalis,Ranunculus occidentalis Nutt. var. occidentalis,Ranunculus occidentalis var. eisenii (Kellogg) A. Gray; Ranunculus occidentalis var. rattanii A. Gray,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,occidentalis,,var.,Greene,Greene,Ranunculus occidentalis var. ultramontanus,Ranunculus occidentalis Nutt. var. ultramontanus Greene,Ranunculus alceus Greene; Ranunculus occidentalis var. alceus (Greene) Jeps.,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,orthorhynchus,,var.,(S. Watson) L.D. Benson,(S. Watson) L.D. Benson,Ranunculus orthorhynchus var. bloomeri,Ranunculus orthorhynchus Hook. var. bloomeri (S. Watson) L.D. Benson,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,orthorhynchus,Hook.,var.,,,Ranunculus orthorhynchus var. orthorhynchus,Ranunculus orthorhynchus Hook. var. orthorhynchus,Ranunculus orthorhynchus var. hallii Jeps.,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,orthorhynchus,,var.,A. Gray,A. Gray,Ranunculus orthorhynchus var. platyphyllus,Ranunculus orthorhynchus Hook. var. platyphyllus A. Gray,Ranunculus orthorhynchus subsp. platyphyllus (A. Gray) Roy L.Taylor & J.F. Macbr.,NULL,TJM2,EUDICOTS,,
NATURALIZED,Ranunculaceae,Ranunculus,parviflorus,L.,,,,Ranunculus parviflorus,Ranunculus parviflorus L.,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,populago,Greene,,,,Ranunculus populago,Ranunculus populago Greene,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,pusillus,Poir.,,,,Ranunculus pusillus,Ranunculus pusillus Poir.,,NULL,TJM1,EUDICOTS,,
NATURALIZED,Ranunculaceae,Ranunculus,repens,L.,,,,Ranunculus repens,Ranunculus repens L.,,NULL,TJM1,EUDICOTS,,
NATURALIZED,Ranunculaceae,Ranunculus,sardous,Crantz,,,,Ranunculus sardous,Ranunculus sardous Crantz,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,sceleratus,,var.,Nutt.,Nutt.,Ranunculus sceleratus var. multifidus,Ranunculus sceleratus L. var. multifidus Nutt.,,NULL,TJM2,EUDICOTS,,
NATURALIZED,Ranunculaceae,Ranunculus,sceleratus,L.,var.,,,Ranunculus sceleratus var. sceleratus,Ranunculus sceleratus L. var. sceleratus,,NULL,TJM2,EUDICOTS,,
NATURALIZED,Ranunculaceae,Ranunculus,testiculatus,Crantz,,,,Ranunculus testiculatus,Ranunculus testiculatus Crantz,"Ceratocephala testiculata (Crantz) Besser; Ceratocephalus testiculatus (Crantz) Besser, orth. var.",NULL,TJM1,EUDICOTS,,
EXTIRPATED WAIF,Ranunculaceae,Ranunculus,trilobus,Desf.,,,,Ranunculus trilobus,Ranunculus trilobus Desf.,,NULL,TJM2,EUDICOTS,,
NATIVE,Ranunculaceae,Ranunculus,uncinatus,D. Don,,,,Ranunculus uncinatus,Ranunculus uncinatus D. Don,Ranunculus bongardii Greene; Ranunculus uncinatus var. parviflorus (Torr.) L.D. Benson,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Thalictrum,alpinum,L.,,,,Thalictrum alpinum,Thalictrum alpinum L.,,ARCTIC MEADOW-RUE,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Thalictrum,fendleri,Engelm. ex A. Gray,var.,,,Thalictrum fendleri var. fendleri,Thalictrum fendleri Engelm. ex A. Gray var. fendleri,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Thalictrum,fendleri,,var.,Torr.,Torr.,Thalictrum fendleri var. polycarpum,Thalictrum fendleri Engelm. in A. Gray var. polycarpum Torr.,Thalictrum polycarpum (Torr.) S. Watson,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Thalictrum,occidentale,A. Gray,,,,Thalictrum occidentale,Thalictrum occidentale A. Gray,Thalictrum occidentale var. palousense H. St. John,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Thalictrum,sparsiflorum,Turcz. ex Fisch. & C.A. Mey.,,,,Thalictrum sparsiflorum,Thalictrum sparsiflorum Turcz. ex Fisch. & C.A. Mey.,,NULL,TJM1,EUDICOTS,,
NATIVE,Ranunculaceae,Trautvetteria,caroliniensis,(Walter) Vail,,,,Trautvetteria caroliniensis,Trautvetteria caroliniensis (Walter) Vail,Trautvetteria grandis Nutt.; Trautvetteria caroliniensis var. occidentalis (A. Gray) C.L. Hitchc.,NULL,TJM2,EUDICOTS,,
NATIVE,Resedaceae,Oligomeris,linifolia,(Vahl ex Hornem.) J.F. Macbr.,,,,Oligomeris linifolia,Oligomeris linifolia (Vahl ex Hornem.) J.F. Macbr.,,NULL,TJM1,EUDICOTS,,
NATURALIZED,Resedaceae,Reseda,alba,L.,,,,Reseda alba,Reseda alba L.,,WHITE MIGNONETTE,TJM1,EUDICOTS,,
NATURALIZED,Resedaceae,Reseda,lutea,L.,,,,Reseda lutea,Reseda lutea L.,,YELLOW MIGNONETTE,TJM1,EUDICOTS,,
NATURALIZED,Resedaceae,Reseda,luteola,L.,,,,Reseda luteola,Reseda luteola L.,,DYERS ROCKET,TJM1,EUDICOTS,,
WAIF,Resedaceae,Reseda,odorata,L.,,,,Reseda odorata,Reseda odorata L.,,GARDEN MIGNONETTE,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Adolphia,californica,S. Watson,,,,Adolphia californica,Adolphia californica S. Watson,,CALIFORNIA ADOLPHIA,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,arboreus,Greene,,,,Ceanothus arboreus,Ceanothus arboreus Greene,"Ceanothus arboreus var. arboreus; Ceanothus arboreus var. glaber Jeps.; Ceanothus arboreus var. glabra Jeps., superfl.",FELTLEAF CEANOTHUS,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,arcuatus,McMinn,,,,Ceanothus arcuatus,Ceanothus arcuatus McMinn,,ARCHING CEANOTHUS,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,confusus,J.T. Howell,,,,Ceanothus confusus,Ceanothus confusus J.T. Howell,Ceanothus divergens Parry subsp. confusus (J.T. Howell) Abrams,RINCON RIDGE CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,cordulatus,Kellogg,,,,Ceanothus cordulatus,Ceanothus cordulatus Kellogg,,MOUNTAIN WHITETHORN,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,crassifolius,Torr.,var.,,,Ceanothus crassifolius var. crassifolius,Ceanothus crassifolius Torr. var. crassifolius,,NULL,TJM2,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,crassifolius,,var.,Abrams,Abrams,Ceanothus crassifolius var. planus,Ceanothus crassifolius Torr. var. planus Abrams,,NULL,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,cuneatus,(Hook.) Nutt.,var.,,,Ceanothus cuneatus var. cuneatus,Ceanothus cuneatus (Hook.) Nutt. var. cuneatus,Ceanothus cuneatus var. dubius J.T. Howell; Ceanothus cuneatus var. submontanus (Rose) McMinn,BUCKBRUSH,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,cuneatus,,var.,(McMinn) Hoover,(McMinn) Hoover,Ceanothus cuneatus var. fascicularis,Ceanothus cuneatus (Hook.) Nutt. var. fascicularis (McMinn) Hoover,Ceanothus ramulosus (Greene) McMinn var. fascicularis McMinn,LOMPOC CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,cuneatus,,var.,Greene,Greene,Ceanothus cuneatus var. ramulosus,Ceanothus cuneatus (Hook.) Nutt. var. ramulosus Greene,,NULL,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,cyaneus,Eastw.,,,,Ceanothus cyaneus,Ceanothus cyaneus Eastw.,,LAKESIDE CEANOTHUS,TJM1,EUDICOTS,,
NATIVE,Rhamnaceae,Ceanothus,decornutus,V.T. Parker,,,,Ceanothus decornutus,Ceanothus decornutus V.T. Parker,,NICASIO CEANOTHUS,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,dentatus,Torr. & A. Gray,,,,Ceanothus dentatus,Ceanothus dentatus Torr. & A. Gray,Ceanothus floribundus Hook.,NULL,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,divergens,Parry,,,,Ceanothus divergens,Ceanothus divergens Parry,,CALISTOGA CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,diversifolius,Kellogg,,,,Ceanothus diversifolius,Ceanothus diversifolius Kellogg,,PINE MAT,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,ferrisiae,McMinn,,,,Ceanothus ferrisiae,Ceanothus ferrisiae McMinn,"Ceanothus ferrisae, orth. var.",COYOTE CEANOTHUS,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,foliosus,Parry,var.,,,Ceanothus foliosus var. foliosus,Ceanothus foliosus Parry var. foliosus,,WAVYLEAF CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,foliosus,,var.,McMinn,McMinn,Ceanothus foliosus var. medius,Ceanothus foliosus Parry var. medius McMinn,,LA CUESTA CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,foliosus,,var.,D.O. Burge & Rebman,D.O. Burge & Rebman,Ceanothus foliosus var. viejasensis,Ceanothus foliosus Parry var. viejasensis D.O. Burge & Rebman,,VIEJAS MOUNTAIN CEANOTHUS,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,foliosus,,var.,McMinn,McMinn,Ceanothus foliosus var. vineatus,Ceanothus foliosus Parry var. vineatus McMinn,,VINE HILL CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,fresnensis,Abrams,,,,Ceanothus fresnensis,Ceanothus fresnensis Abrams,,FRESNO CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,gloriosus,,var.,J.T. Howell,J.T. Howell,Ceanothus gloriosus var. exaltatus,Ceanothus gloriosus J.T. Howell var. exaltatus J.T. Howell,,GLORY BRUSH,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,gloriosus,J.T. Howell,var.,,,Ceanothus gloriosus var. gloriosus,Ceanothus gloriosus J.T. Howell var. gloriosus,,POINT REYES CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,gloriosus,,var.,J.T. Howell,J.T. Howell,Ceanothus gloriosus var. porrectus,Ceanothus gloriosus J.T. Howell var. porrectus J.T. Howell,,MOUNT VISION CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,hearstiorum,Hoover & Roof,,,,Ceanothus hearstiorum,Ceanothus hearstiorum Hoover & Roof,,HEARSTS CEANOTHUS,TJM1,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,impressus,Trel.,var.,,,Ceanothus impressus var. impressus,Ceanothus impressus Trel. var. impressus,,NULL,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,impressus,,var.,McMinn,McMinn,Ceanothus impressus var. nipomensis,Ceanothus impressus Trel. var. nipomensis McMinn,,NULL,TJM2,EUDICOTS,1,
NATIVE,Rhamnaceae,Ceanothus,incanus,Torr. & A. Gray,,,,Ceanothus incanus,Ceanothus incanus Torr. & A. Gray,,COAST WHITETHORN,TJM1,EUDICOTS,1,
